Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score,Price Change (%)_normalized,Beta_normalized,P/E Ratio_normalized,Market Cap_normalized,Dividend Yield_normalized,RSI Score_normalized,score
Chemung Financial Corp,CHMG,Financial Services,44.41,44.95,44.56,-0.337,0.185,8.507663,211053200.0,51.36,37.26,0.0279,8973.0,50.71281299623042,0.4279886363636363,0.9999353537480336,0.0,6.0905741556125276e-05,0.018976502020963213,0.5071281299623042,0.3165805250656295
China Natural Resources,CHNR,Industrials,0.7554,0.75,0.77,-1.896,0.711,,7452602.0,8.85,0.61,,314285.0,54.44595130282397,0.4102727272727273,0.9999390474183067,,2.150621817892312e-06,,0.5444595130282397,0.052655316805612265
C.H. Robinson Worldwide,CHRW,Industrials,86.62,86.7,86.49,0.15,0.809,34.102364,10142769152.0,100.88,65.0,0.028199999,1697103.0,34.798483585947935,0.4335227272727273,0.9999397355926162,0.0,0.0029270032171926086,0.019182023018428446,0.34798483585947937,0.2887605076289482
Chs Inc,CHSCP,Consumer Defensive,30.3292,30.76,30.87,-1.752,,,,33.41,28.8,0.0659,13047.0,56.24749429171681,0.4119090909090909,,,,0.045009248475714185,0.5624749429171682,0.10829322474807283
Charter Communications,CHTR,Communication Services,290.56,301.75,301.79,-3.721,1.041,9.4062805,41849356288.0,458.3,236.08,,1213278.0,56.05807663162581,0.38953409090909086,0.9999413647399609,0.0,0.012076899346998656,,0.5605807663162581,0.2975275138338158
Chuy's Holding Inc,CHUY,Consumer Cyclical,24.41,24.65,24.55,-0.57,1.76,14.274854,420591616.0,42.89,24.28,,153355.0,45.47050877076025,0.4253409090909091,0.9999464136922925,0.0,0.00012137439853835905,,0.4547050877076025,0.3047596499757814
Calamos Global Dynamic,CHW,Financial Services,7.04,7.06,7.03,0.142,1.277,5.723577,449605376.0,7.08,5.07,0.0875,148242.0,72.30537573353865,0.4334318181818182,0.999943021976053,0.0,0.00012974719783070865,0.05980680961841474,0.7230537573353866,0.2823840557060561
Calamos Convertible And High,CHY,Financial Services,11.37,11.31,11.34,0.265,,11.257425,872790784.0,12.16,10.73,0.105500005,159724.0,74.25274621637656,0.43482954545454544,,0.0,0.00025187016585122974,0.07213811399602657,0.7425274621637656,0.33117174920121906
Cfs Bancorp,CITZ,Financial Services,30.75,30.39,30.75,0.0,,,91722640.0,35.0,28.0,0.0119,480.0,88.48479233431361,0.4318181818181818,,,2.646929387324375e-05,0.008015345618962801,0.8848479233431361,0.03940885865727993
Citizens Holding Company,CIZN,Financial Services,7.85,7.85,7.76,1.16,0.008,23.787878,44186156.0,12.09,6.64,0.081999995,3655.0,48.655674427996864,0.44499999999999995,0.9999341108209645,0.0,1.2751201506174203e-05,0.056038908679865725,0.48655674427996864,0.325276994630021
China Jo-Jo Drugstores,CJJD,Healthcare,2.19,2.1325,2.14,2.336,-0.02,,10236235.0,9.4,1.95,,7190.0,4.960817598846489,0.45836363636363636,0.9999339141997333,,2.953923437970543e-06,,0.04960817598846489,-0.0213169153753911
Celldex Therapeutics Inc,CLDX,Healthcare,36.36,35.93,35.5,2.423,1.578,,2396505856.0,53.18,22.11,,658118.0,65.62520160436836,0.45935227272727275,0.9999451356542892,,0.0006915843041285164,,0.6562520160436836,0.037727082565338126
Clearfield,CLFD,Technology,37.97,37.36,36.99,2.649,1.395,,540438400.0,49.64,22.91,,161242.0,59.38692865920739,0.46192045454545455,0.9999438505940991,,0.00015595981829317796,,0.5938692865920739,0.05053542178582281
Clearsign Combustion Corporatio,CLIR,Industrials,0.9,0.88,0.8811,2.145,1.042,,45181708.0,1.72,0.62,,90639.0,73.43760689647674,0.45619318181818186,0.9999413717621477,,1.3038498191646793e-05,,0.7343760689647674,0.02156093015337819
Calumet Specialty Products,CLMT,Energy,16.14,16.0051,15.96,1.128,1.931,,1297472000.0,19.91,11.91,,100173.0,62.9385618898042,0.44463636363636366,0.9999476144862406,,0.0003744247945790804,,0.629385618898042,0.040861011796679975
Clean Energy Fuels,CLNE,Energy,2.37,2.36,2.36,0.424,2.159,,529133312.0,5.25,2.17,,1693595.0,41.871022420600575,0.43663636363636366,0.9999492155448381,,0.00015269739271282057,,0.41871022420600573,0.04925784757144318
Clearone Communications Inc.,CLRO,Technology,0.7,0.698,0.688,1.744,0.887,,16778370.0,2.48,0.63,,151081.0,65.32003175323955,0.4516363636363636,0.9999402833231888,,4.841854657449008e-06,,0.6532003175323955,0.0371118468921223
Euro Tech Holdings Company,CLWT,Industrials,1.44,1.5559,1.49,-3.356,0.792,6.0000005,11111472.0,1.94,1.22,,19291.0,43.65398155022548,0.3936818181818182,0.9999396162154399,0.0,3.2064995857789686e-06,,0.4365398155022548,0.29636659485613825
Columbus Mckinnon Corp.,CMCO,Industrials,32.58,33.16,32.82,-0.731,1.206,20.236025,940216512.0,45.84,30.29,0.0086,168481.0,19.255719823196742,0.4235113636363636,0.999942523400788,0.0,0.00027132790203173704,0.005754607111050215,0.19255719823196743,0.2532219460641824
Comcast Corp.,CMCSA,Communication Services,37.33,37.795,37.86,-1.4,1.003,9.901857,146469126144.0,47.46,36.43,0.0332,20268547.0,25.169895997095026,0.41590909090909095,0.9999410978968614,0.0,0.04226810293509252,0.02260738507912585,0.25169895997095026,0.271480333150202
Cme Group Inc.,CME,Financial Services,194.97,196.4,196.4,-0.728,0.527,22.23147,70201868288.0,223.8,180.11,0.0444,2126245.0,45.718736102622174,0.4235454545454545,0.9999377553359298,0.0,0.02025887549934614,0.03028019456052614,0.45718736102622176,0.3130574413155094
Cumulus Media Inc.,CMLS,Communication Services,1.89,1.94,1.98,-4.545,1.474,,31914162.0,6.59,1.84,,39304.0,16.55867573841715,0.3801704545454545,0.9999444053468587,,9.209745911348903e-06,,0.1655867573841715,-0.009850599901442277
Chimerix Inc.,CMRX,Healthcare,0.8175,0.83,0.835,-2.096,1.194,,73272448.0,1.3,0.78,,241522.0,28.22836446610043,0.408,0.999942439134546,,2.114493210416197e-05,,0.2822836446610043,0.017664599511956668
Comtech Telecommunications,CMTL,Technology,2.95,3.0,3.01,-1.993,1.571,,84054648.0,13.04,1.53,0.051599998,2447903.0,41.34091371601685,0.40917045454545453,0.9999450864989813,,2.4256462513525383e-05,0.03521271357128177,0.41340913716016847,0.05110785532446145
Chinanet Online Holdings,CNET,Communication Services,0.75,0.795,0.789,-4.943,0.527,,5403382.0,1.45,0.65,,18037.0,40.41138102855076,0.37564772727272727,0.9999377553359298,,1.5592573147783195e-06,,0.4041138102855076,0.0371763015401491
Conmed Corp.,CNMD,Healthcare,66.1,68.9,68.86,-4.008,1.425,25.32567,2035926272.0,137.86,61.05,0.0121,503234.0,31.35731374700599,0.38627272727272727,0.9999440612597039,0.0,0.0005875281429914935,0.008152360073987805,0.3135731374700599,0.27235035528804735
Connectone Bancorp Inc.,CNOB,Financial Services,18.2,18.3,18.2,0.0,1.256,9.62963,697662464.0,24.44,14.51,0.0396,151577.0,46.47957054194946,0.4318181818181818,0.9999428745101295,0.0,0.00020133158437242888,0.026991847639926014,0.46479570541949455,0.3131560835920357
Consolidated Communications Holdings,CNSL,Communication Services,4.41,4.4,4.39,0.456,1.008,,522276288.0,4.65,2.93,,536783.0,59.57097387215803,0.43700000000000006,0.9999411330077955,,0.0001507185907342137,,0.5957097387215803,0.04642901081397781
Century Casinos,CNTY,Consumer Cyclical,2.42,2.42,2.43,-0.412,2.644,,74251896.0,8.01,2.35,,196460.0,34.08192860381392,0.42713636363636365,0.999952621305451,,2.1427581492634656e-05,,0.3408192860381392,0.03224119238068655
Corinthian Colleges,COCO,Consumer Defensive,28.52,28.44,28.27,0.884,0.222,31.340658,1616627712.0,33.29,19.41,,591278.0,77.09784502392148,0.44186363636363635,0.9999356135689463,0.0,0.0004665268426963506,,0.7709784502392147,0.2621369467340775
Coherent,COHR,Technology,76.55,75.33,74.56,2.669,1.646,,11670889472.0,77.28,28.47,,2111326.0,82.17537515390825,0.46214772727272724,0.9999456131629938,,0.003367988623217923,,0.8217537515390825,0.005313646329115004
Cohu,COHU,Technology,34.21,33.94,33.53,2.028,1.585,,1610808576.0,43.99,28.57,,291155.0,76.55853866505421,0.45486363636363636,0.9999451848095969,,0.0004648475547383994,,0.7655853866505421,0.015164434398951168
Coca-Cola Bottling Co. Consolidated,COKE,Consumer Defensive,1089.25,1077.5566,1077.53,1.088,0.775,22.421778,9542571008.0,1134.49,614.22,0.0018000001,66824.0,75.50061058629453,0.4441818181818182,0.9999394968382638,0.0,0.0027537978623763852,0.0010961157087072686,0.7550061058629453,0.26612670479883643
Columbia Banking System,COLB,Financial Services,19.57,19.38,19.13,2.3,0.88,7.955284,4097527296.0,28.12,17.08,0.0736,2033239.0,44.2771432877913,0.45795454545454545,0.9999402341678811,0.0,0.001182465565609396,0.05028430499417688,0.442771432877913,0.3174285525323726
Columbia Sportswear Company,COLM,Consumer Cyclical,79.59,78.72,76.16,4.504,0.936,19.603447,4705678848.0,87.23,66.01,0.0150999995,476873.0,40.61089006666729,0.483,0.9999406274103436,0.0,0.001357966117217561,0.010207576556826746,0.4061089006666729,0.30585502931538733
Conn's,CONN,Consumer Cyclical,0.6624,0.6,0.58,14.207,2.223,,16484487.0,5.26,0.52,,246106.0,10.455912104400397,0.5932613636363636,0.9999496649647952,,4.7570458159050795e-06,,0.10455912104400397,0.009906537962357409
Majesco Entertainment Company,COOL,Financial Services,11.1,11.2,11.2,-0.893,-0.016,,113937064.0,13.7,10.61,0.1459,2974.0,82.52918114755735,0.42167045454545454,0.9999339422884805,,3.287993880679093e-05,0.09981503048571624,0.8252918114755735,0.018165105748879348
Corcept Therapeutics Inc.,CORT,Healthcare,29.51,30.37,30.08,-1.895,0.438,28.104763,3072345088.0,35.22,20.84,,1183547.0,57.06059862317866,0.41028409090909085,0.9999371303613018,0.0,0.0008866181861014731,,0.5706059862317866,0.2975163651724863
Costco Wholesale Corp.,COST,Consumer Defensive,880.84,886.79,885.67,-0.545,0.769,54.642677,390507233280.0,887.95,526.15,0.0053,1761334.0,68.87719486512884,0.425625,0.9999394547051429,0.0,0.11269269081114289,0.0034938686031376312,0.6887719486512884,0.28806345760096985
Canterbury Park Holding Corp.,CPHC,Consumer Cyclical,21.25,20.775,21.45,-0.932,-0.28,12.00565,105883864.0,30.25,14.27,0.013200001,2708.0,59.66636079647621,0.42122727272727273,0.9999320884311571,0.0,3.055594401048912e-05,0.008905940261697609,0.5966636079647621,0.2956424041197634
Cumberland Pharmaceuticals Inc.,CPIX,Healthcare,1.48,1.48,1.465,1.024,0.23,,21002976.0,2.36,1.38,,8334.0,71.83696129357688,0.4434545454545455,0.999935669746441,,6.0609926846214895e-06,,0.7183696129357687,0.022851298355652444
Capital Product Partners L.P.,CPLP,Industrials,16.47,16.7786,16.78,-1.847,0.866,7.2555065,906493952.0,18.85,12.7,0.0364,26331.0,60.37647458353253,0.4108295454545454,0.9999401358572656,0.0,0.00026159623586698567,0.024799616359525933,0.6037647458353252,0.2958635519608821
Copart,CPRT,Industrials,54.79,54.44,54.22,1.051,1.275,38.314686,52724305920.0,58.58,42.41,,4238985.0,47.131597240047775,0.44376136363636365,0.9999430079316793,0.0,0.015215195472118154,,0.47131597240047773,0.31235461777959395
Catalyst Pharmaceutical Partners,CPRX,Healthcare,15.45,15.37,15.19,1.712,0.703,27.589285,1824876672.0,17.5,11.55,,1232657.0,45.28241446053672,0.4512727272727273,0.9999389912408121,0.0,0.0005266233880913818,,0.4528241446053672,0.30831450122671045
Consumer Portfolio Services,CPSS,Financial Services,9.48,9.3,9.47,0.106,2.025,6.5379305,199282864.0,13.75,7.03,,34068.0,67.1487726026524,0.4330227272727273,0.9999482745718026,0.0,5.75090545727244e-05,,0.671487726026524,0.2806667873338813
Compuware Corp.,CPWR,Utilities,0.0062,0.0062,0.01,-38.0,-16.669,,1143094.0,0.0444,0.0002,,74501.0,25.08932967140089,0.0,0.9998170018111835,,3.2982216567646353e-07,,0.2508932967140089,-0.04980300785610001
Donegal Group,DGICB,Financial Services,11.2599,11.2599,11.19,0.625,-0.07,70.374374,418568768.0,16.0,10.75,0.0551,1126.0,21.750752412673563,0.43892045454545453,0.9999335630903916,0.0,0.00012079064447466889,0.03761046790436391,0.21750752412673563,0.2668803893434464
Digi International Inc.,DGII,Technology,22.75,23.03,22.94,-0.828,1.073,59.868423,827522176.0,42.95,21.25,,210252.0,44.57419646578066,0.4224090909090909,0.9999415894499395,0.0,0.00023880653779929673,,0.4457419646578066,0.30253947827671096
Digital Ally,DGLY,Communication Services,2.205,2.24,2.26,-2.434,0.864,,6350025.0,4.4,1.73,,13680.0,21.91433644145134,0.4041590909090909,0.9999401218128918,,1.8324398268177e-06,,0.2191433644145134,0.00445870758195982
Diamond Hill Investment Group,DHIL,Financial Services,140.88,141.5,141.13,-0.177,0.947,9.557667,390644768.0,188.28,135.44,0.042600002,18345.0,37.3045759782404,0.4298068181818182,0.9999407046543987,0.0,0.00011273232843980922,0.02904706583544564,0.373045759782404,0.29490679061824676
Diodes Inc.,DIOD,Technology,77.49,73.92,72.95,6.223,1.357,21.11444,3574063360.0,96.69,60.0,,313280.0,72.75724545305981,0.5025340909090908,0.9999435837509995,0.0,0.001031404190837173,,0.727572454530598,0.27997440477422775
Daily Journal Corp. [S.C.],DJCO,Technology,403.92,406.3,398.4,1.386,0.954,24.99505,556209984.0,411.0,282.5,,8662.0,75.19190294145969,0.44756818181818186,0.9999407538097066,0.0,0.0001605111865872023,,0.7519190294145969,0.2667733971274959
Dlh Holdings Corp,DLHC,Industrials,10.84,10.34,10.4,4.231,1.183,51.61905,154284640.0,17.58,9.55,,63760.0,36.725270892897335,0.4798977272727273,0.9999423618904909,0.0,4.452345401408642e-05,,0.3672527089289733,0.29544541703305605
Dollar Tree,DLTR,Consumer Defensive,106.72,107.0,106.68,0.037,0.886,,22938824704.0,154.96,101.85,,2667795.0,38.009750099965125,0.43223863636363635,0.9999402763010021,,0.00661969264698908,,0.3800975009996512,0.04152323728907439
Dorchester Minerals L.P.,DMLP,Energy,31.62,31.01,31.06,1.803,1.086,12.255815,1267601536.0,35.74,27.16,0.1047,61224.0,41.350618798242245,0.45230681818181817,0.9999416807383684,0.0,0.00036580476739744817,0.07159005275056518,0.41350618798242245,0.3149076832767732
Digimarc Corp.,DMRC,Technology,30.88,31.46,31.36,-1.531,1.725,,660007488.0,43.43,21.0,,157380.0,51.776317673977736,0.41442045454545456,0.9999461679157534,,0.00019046510045561696,,0.5177631767397773,0.05863486255233293
Dorman Products,DORM,Consumer Cyclical,90.1,89.75,89.16,1.054,0.819,18.128773,2779224576.0,98.55,60.01,,116193.0,61.61656699526719,0.44379545454545455,0.9999398058144844,0.0,0.0008020293835661674,,0.616165669952672,0.29342240654819196
Durect Corp.,DRRX,Healthcare,1.26,1.32,1.31,-3.817,1.033,,39109644.0,5.28,0.47,,162070.0,49.42203722646003,0.3884431818181818,0.9999413085624662,,1.1286220197953406e-05,,0.49422037226460025,0.057117549491420484
The Descartes Systems Group Inc.,DSGX,Technology,99.92,98.97,98.9,1.031,0.752,71.37143,8536884736.0,100.69,69.59,,191413.0,78.46209316494064,0.4435340909090909,0.9999393353279669,0.0,0.0024635766257449627,,0.7846209316494064,0.2598583514362601
Deswell Industries,DSWL,Technology,2.44,2.45,2.46,-0.813,0.467,5.0833335,38881888.0,2.88,2.12,0.081999995,8177.0,18.558245197526375,0.4225795454545454,0.99993733400472,0.0,1.1220494305286328e-05,0.056038908679865725,0.18558245197526374,0.2617185925981662
Dynavax Technologies Corp.,DVAX,Healthcare,11.18,11.27,11.25,-0.622,1.276,159.7143,1463372544.0,15.15,10.48,,2268300.0,40.825836516121065,0.42475,0.9999430149538663,0.0,0.00042230042177816157,,0.40825836516121067,0.2954121015790333
Dawson Geophysical Company,DWSN,Energy,1.88,1.87,1.9,-1.053,0.808,,57927124.0,2.65,1.27,,21762.0,36.91666829561619,0.41985227272727277,0.9999397285704292,,1.6716574044810988e-05,,0.3691666829561619,0.03681887630068485
Dexcom,DXCM,Healthcare,110.97,113.24,113.69,-2.392,1.158,72.05844,44130992128.0,142.0,74.75,,2775418.0,43.76583979059643,0.4046363636363636,0.9999421863358201,0.0,0.012735334480761102,,0.4376583979059643,0.29950644894114153
Casual Male Retail Group,DXLG,Consumer Cyclical,3.34,3.46,3.42,-2.339,1.325,8.789474,194505904.0,5.28,3.01,,271408.0,27.724539405028906,0.4052386363636364,0.999943359041021,0.0,5.6130518067714975e-05,,0.2772453940502891,0.26624615141230795
Dxp Enterprises,DXPE,Industrials,43.92,44.1,43.61,0.711,1.604,12.166204,699570880.0,57.38,28.7,,133386.0,52.13598721257635,0.43989772727272725,0.9999453182311467,0.0,0.00020188231561630448,,0.5213598721257635,0.31173834107420334
The Dixie Group,DXYN,Consumer Cyclical,0.58,0.581,0.56,3.571,2.401,,9216142.0,1.28,0.46,,49249.0,12.420335906048479,0.4723977272727273,0.9999509149140512,,2.6595447035862105e-06,,0.12420335906048478,-0.004294494633928711
Dynatronics Corp.,DYNT,Healthcare,0.244,0.238,0.2122,14.986,0.239,,1295278.0,0.91,0.2,,753668.0,19.24439561145782,0.6021136363636365,0.9999357329461225,,3.7373946862192567e-07,,0.19244395611457818,0.02881230075679573
Dynasil Corporation Of America,DYSL,Technology,2.45,2.45,2.45,0.0,-0.123,,36757104.0,2.75,2.05,,188.0,,0.4318181818181818,0.9999331909144896,,1.0607323521093043e-05,,,0.06478046891363042
Electronic Arts Inc.,EA,Communication Services,139.65,138.21,138.26,1.005,0.788,29.839743,37109891072.0,144.53,117.47,0.0054,2137500.0,66.17833386004742,0.4432386363636364,0.9999395881266927,0.0,0.010709183097652128,0.003562375830650134,0.6617833386004741,0.2859185623976766
Ebay Inc.,EBAY,Consumer Cyclical,52.79,52.81,52.87,-0.151,1.307,10.536926,26500581376.0,55.35,37.17,0.020499999,5107019.0,41.36164734908175,0.4301022727272727,0.999943232641658,0.0,0.007647545422459858,0.013906966499965747,0.4136164734908175,0.3007904601853278
Eagle Bancorp Montana,EBMT,Financial Services,12.85,13.025,12.9,-0.388,0.531,11.576577,103015624.0,17.65,11.26,0.0436,6462.0,31.535214194396744,0.4274090909090909,0.999937783424677,0.0,2.972822647776365e-05,0.029732136740426116,0.31535214194396743,0.2831374138534224
Enterprise Bancorp Inc,EBTC,Financial Services,23.36,23.83,23.05,1.345,0.529,8.027492,289072992.0,34.1,22.6,0.041100003,19886.0,61.04798485790672,0.4471022727272727,0.9999377693803035,0.0,8.342071580444271e-05,0.02801945810783038,0.6104798485790672,0.3005878279483936
Encore Capital Group Inc,ECPG,Financial Services,41.36,41.62,41.28,0.194,1.548,,979690176.0,54.73,34.74,,149345.0,46.56809183130504,0.4340227272727273,0.9999449249886844,,0.00028271922346010916,,0.4656809183130504,0.058273372176996754
Edap Tms S.A.,EDAP,Healthcare,5.07,5.12,5.15,-1.553,0.455,,188116272.0,9.45,3.6,,32147.0,38.10306209784507,0.4141704545454546,0.9999372497384779,,5.428659620829468e-05,,0.3810306209784507,0.03834339606328137
Educational Development Corp.,EDUC,Communication Services,1.8767,1.81,1.84,1.995,1.078,26.810001,16092872.0,2.95,0.8,,12172.0,59.43397359936141,0.45448863636363634,0.9999416245608738,0.0,4.644033445399723e-06,,0.5943397359936141,0.2993116502030798
Euronet Worldwide,EEFT,Technology,102.28,102.89,102.11,0.166,1.45,18.070671,4691696128.0,121.06,73.84,,305568.0,21.686223430189543,0.4337045454545454,0.9999442368143749,0.0,0.0013539309798165098,,0.21686223430189544,0.25856909809510503
Enterprise Financial Services Corp.,EFSC,Financial Services,39.15,39.32,38.94,0.539,0.996,8.401288,1467800064.0,46.17,32.97,0.026600001,123211.0,47.15070525198449,0.4379431818181818,0.9999410487415537,0.0,0.00042357811678642187,0.018085908748372955,0.4715070525198449,0.3136583224638941
Egain Comm Cp,EGAN,Technology,6.19,6.14,6.05,2.314,0.466,22.107143,184627280.0,8.52,5.5,,94598.0,67.74857477088838,0.4581136363636364,0.999937326982533,0.0,5.327974188301545e-05,,0.6774857477088838,0.2832314911887037
Eagle Bancorp,EGBN,Financial Services,17.97,18.17,17.97,0.0,1.081,7.1309524,542507072.0,31.97,15.99,0.100200005,332181.0,54.30277300759472,0.4318181818181818,0.9999416456274342,0.0,0.0001565567962601048,0.06850723093786394,0.5430277300759472,0.31989011856199323
8X8 Inc,EGHT,Technology,2.37,2.25,2.23,6.278,1.566,,297141120.0,4.88,1.85,,1115740.0,52.327200364393484,0.503159090909091,0.9999450513880471,,8.574901852732268e-05,,0.5232720036439349,0.07083353267062469
Eltek Ltd,ELTK,Technology,9.46,9.45,9.51,-0.526,0.326,8.841121,63460708.0,22.8,7.06,0.0233,35132.0,18.289644916881272,0.42584090909090905,0.9999363438763768,0.0,1.8313457323619284e-05,0.015825169555388097,0.18289644916881273,0.2536286570665712
Elbit Imaging Ltd,EMITF,Healthcare,0.85,0.85,0.8,6.25,0.591,,12442215.0,1.25,0.8,0.0478,326.0,,0.5028409090909091,0.9999382047558869,,3.5905257874398073e-06,0.032609440295951225,,0.08195456299981665
Emcore Corp.,EMKR,Technology,1.39,1.34,1.27,9.449,1.516,,11491366.0,9.5,0.78,,775736.0,70.40808461155692,0.5391931818181818,0.9999447002787056,,3.316129506698141e-06,,0.7040808461155692,0.04006866963469352
Eastern Company,EML,Industrials,26.66,26.04,25.71,3.695,1.033,16.873417,166185376.0,35.78,16.1,0.0165,36145.0,47.41787969229268,0.4738068181818182,0.9999413085624662,0.0,4.7957771867382207e-05,0.01116667808453792,0.4741787969229268,0.3181507826497058
Emmis Communications Corp.,EMMS,Communication Services,4.82,4.82,4.82,0.0,0.822,,58595780.0,5.7,2.0,,244.0,,0.4318181818181818,0.9999398268810449,,1.69095349876059e-05,,,0.06478043553812154
Englobal Corp.,ENG,Industrials,1.405,1.3201,1.37,2.555,1.465,,7244995.0,3.6,1.01,,7775.0,46.34842823023606,0.46085227272727275,0.9999443421471772,,2.0907105295006377e-06,,0.4634842823023606,0.06183047222589827
Enphase Energy Inc.,ENPH,Technology,102.81,98.6,97.14,5.837,1.705,52.994843,13988637696.0,192.22,73.49,,4042655.0,44.951474939689255,0.4981477272727273,0.9999460274720167,0.0,0.004036845079249535,,0.44951474939689257,0.31503419073101085
The Ensign Group,ENSG,Healthcare,125.02,126.58,126.6,-1.248,0.983,32.986805,7116513280.0,128.22,88.79,0.0019,291870.0,59.439133403012214,0.41763636363636364,0.9999409574531247,0.0,0.0020536854182051484,0.0011646228677125437,0.5943913340301221,0.29421138510948064
Enanta Pharmaceuticals Inc.,ENTA,Healthcare,13.68,13.54,13.39,2.166,0.603,,289734208.0,20.04,8.08,,164596.0,79.97646896345296,0.45643181818181816,0.999938289022129,,8.361152970987553e-05,,0.7997646896345296,0.008526367051124875
Entegris,ENTG,Technology,141.52,139.76,139.11,1.732,1.243,67.71292,21339944960.0,146.91,84.13,0.0028,1370790.0,54.607816231052134,0.4515,0.9999427832217007,0.0,0.006158287465822789,0.0017811879153250667,0.5460781623105213,0.3094871555453729
Enzon Pharmaceuticals,ENZN,Healthcare,0.17,0.17,0.17,0.0,0.49,inf,12616482.0,0.24,0.06,,32173.0,24.67335428463599,0.4318181818181818,0.999937495515017,,3.640815808942704e-06,,0.2467335428463599,0.014126050372078452
Equinix,EQIX,Real Estate,756.92,753.69,754.49,0.322,0.676,75.76777,71836016640.0,914.93,677.8,0.0225,626063.0,42.514507489554454,0.43547727272727277,0.9999388016417676,0.0,0.020730458505658314,0.015277111735288073,0.42514507489554454,0.3054851939216465
Lm Ericsson Telephone Company,ERIC,Technology,6.4,6.33,6.22,2.894,0.395,,21329088512.0,6.43,4.33,0.039,15846054.0,44.029451364993115,0.4647045454545454,0.999936828407268,,0.006155154508904009,0.026580804274851,0.44029451364993116,0.06370257801330184
Erie Indemnity Company,ERIE,Financial Services,369.09,368.23,366.18,0.795,0.416,39.85853,19299678208.0,420.34,199.49,0.0138,68454.0,40.13093268171613,0.44085227272727273,0.9999369758731915,0.0,0.005569506693618497,0.00931698294170035,0.4013093268171613,0.2988163559429059
Energy Recovery,ERII,Industrials,12.68,12.6,12.6,0.635,1.238,37.294117,726946944.0,30.76,12.26,,382109.0,43.543528533606235,0.4390340909090909,0.9999427481107667,0.0,0.0002097825081210511,,0.43543528533606235,0.30296887414331153
Escalade Inc.,ESCA,Consumer Cyclical,12.87,12.93,12.75,0.941,1.265,14.142857,178398784.0,22.01,12.34,0.0466,18929.0,32.9139214352288,0.4425113636363637,0.9999429377098111,0.0,5.148232069730211e-05,0.031787353565801195,0.329139214352288,0.28857287259016096
Euroseas Ltd,ESEA,Industrials,39.11,40.57,40.2,-2.711,0.833,2.557881,271964288.0,42.46,19.71,0.0614,30604.0,36.43005210372632,0.40101136363636364,0.9999399041251001,0.0,7.848348103224432e-05,0.041926423237651576,0.3643005210372632,0.2914109513360307
Enstar Group Limited,ESGR,Financial Services,329.89,330.24,329.52,0.112,0.658,6.382086,4837408256.0,336.88,229.57,,61706.0,70.46119648103759,0.43309090909090914,0.9999386752424047,0.0,0.0013959806280594521,,0.7046119648103759,0.27418697394012664
Elbit Systems Ltd,ESLT,Industrials,188.56,188.0,187.4,0.619,-0.104,37.19132,8386545152.0,225.64,175.3,0.0106,26103.0,71.09833254212963,0.43885227272727273,0.9999333243360394,0.0,0.0024201915849047777,0.007124751661300267,0.7109833254212963,0.2753048128819783
Escalon Medical,ESMC,Healthcare,0.14,0.14,0.14,0.0,-0.208,,1038146.0,0.39,0.14,,5470.0,0.0,0.4318181818181818,0.9999325940286089,,2.995362413380288e-07,,0.0,-0.03522050217650949
Esperion Therapeutics Inc.,ESPR,Healthcare,2.4,2.46,2.45,-2.041,1.021,,454704032.0,3.4,0.7,,8522691.0,39.42880052835938,0.408625,0.9999412242962243,,0.0001312185694608846,,0.3942880052835938,0.04017035048404242
Essa Bancorp,ESSA,Financial Services,17.3,17.04,17.02,1.645,0.381,9.301075,175274944.0,20.87,14.3,0.0347,12090.0,62.523062461418554,0.4505113636363637,0.9999367300966524,0.0,5.0580842042297956e-05,0.02363499349181339,0.6252306246141855,0.29726896339551917
Evolving Systems,EVOL,Technology,1.05,1.05,1.05,0.0,0.58,,11202449.0,1.15,0.56,,1834.0,54.03042131120372,0.4318181818181818,0.9999381275118318,,3.232753754877358e-06,,0.5403042131120371,0.056718395174512146
East West Bancorp,EWBC,Financial Services,70.74,71.04,70.41,0.469,1.319,8.90932,9842975744.0,79.54,49.59,0.0311,821814.0,45.279171716278235,0.43714772727272727,0.9999433169078998,0.0,0.0028404887483904446,0.021168733301363294,0.4527917171627823,0.31065396636778725
Exact Sciences Corp.,EXAS,Healthcare,45.19,44.73,44.57,1.391,1.225,,8338910208.0,100.77,40.62,,3083306.0,47.84464517009934,0.447625,0.9999426568223378,,0.002406445078922295,,0.4784464517009934,0.06307941916585712
Exelixis,EXEL,Healthcare,22.09,22.16,22.1,-0.045,0.543,33.984615,6434662400.0,24.34,18.64,,1919159.0,38.50651746567211,0.43130681818181815,0.9999378676909191,0.0,0.0018569166931053356,,0.38506517465672113,0.2919009625588356
Exlservice Holdings,EXLS,Technology,31.91,31.7,31.52,1.237,1.005,29.275229,5183396352.0,33.4,25.17,,1034286.0,67.75913962399952,0.445875,0.999941111941235,0.0,0.0014958259733490727,,0.6775913962399952,0.2815184421552123
Expeditors International Of Washington,EXPD,Industrials,119.91,123.6,123.45,-2.868,0.971,25.404663,16937528320.0,131.17,107.03,0.012200001,1435434.0,20.281160869304514,0.3992272727272727,0.9999408731868826,0.0,0.004887836792486411,0.008220867986572584,0.20281160869304515,0.25258528260557483
