Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Aci Worldwide,ACIW,Technology,38.9,39.11,38.94,-0.103,1.198,28.814816,4101616128.0,39.76,19.56,,622781.0,86.15115681726502
Axcelis Technologies,ACLS,Technology,155.02,153.45,151.06,2.621,1.603,20.478203,5043188224.0,201.0,93.77,,527162.0,90.05502066590235
Acnb Corp.,ACNB,Financial Services,34.58,33.72,33.54,3.101,0.607,10.023189,295298688.0,48.55,30.24,0.0382,13296.0,68.87084464333569
Acasti Pharma Inc,ACST,Healthcare,3.07,3.01,3.06,0.327,1.548,,28856158.0,3.59,1.72,,14124.0,55.294730350142856
Acacia Research Corp.,ACTG,Industrials,5.26,5.21,5.21,0.96,0.541,8.622951,526115744.0,5.74,3.43,,209783.0,70.47553254251855
Acura Pharmaceuticals,ACUR,Healthcare,0.0046,0.0041,0.0046,0.0,49.975,,303608.0,0.05,0.0001,,680.0,0.0
Adobe Systems Incorporated,ADBE,Technology,564.55,564.22,566.02,-0.26,1.297,50.90622,250321469440.0,638.25,433.97,,3471972.0,66.94441660891681
Analog Devices,ADI,Technology,238.33,234.76,232.01,2.724,1.082,55.814987,118263398400.0,241.88,154.99,0.0159,3158065.0,69.62087314776215
Automatic Data Processing,ADP,Industrials,234.15,233.85,234.71,-0.239,0.791,26.191277,95835488256.0,256.84,205.53,0.0239,1483824.0,28.025836269341582
Autodesk,ADSK,Technology,247.05,243.68,243.96,1.267,1.485,53.59002,53241495552.0,279.53,192.01,,2290485.0,88.1517483898208
Adtran,ADTN,Technology,5.24,5.23,5.2,0.769,1.215,,414570432.0,10.96,4.34,0.0692,1237721.0,67.41543824488387
Addus Homecare Corp.,ADUS,Healthcare,118.78,117.5,116.95,1.565,1.01,29.547264,2149359616.0,120.53,78.35,,155462.0,58.091260302162425
Aehr Test Systems,AEHR,Technology,15.39,14.71,12.41,24.013,2.081,29.596155,444997248.0,54.1,9.83,,827900.0,76.46862373496134
Advanced Energy Industries,AEIS,Industrials,111.08,107.64,107.13,3.687,1.52,40.101086,4159135232.0,126.38,81.86,0.0037,182475.0,80.85241121514193
Aeterna Zentaris,AEZS,Healthcare,6.9302,6.91,6.73,2.975,2.162,,21607256.0,12.8,3.96,,11554.0,55.66453109247959
Agenus Inc.,AGEN,Healthcare,15.3,15.6,15.58,-1.797,1.316,1.3189654,321289280.0,38.6,4.78,,832952.0,51.57429706950464
Agios Pharmaceuticals Inc.,AGIO,Healthcare,43.49,42.74,42.7,1.85,0.783,,2469057792.0,49.06,19.8,,806432.0,53.20562482742025
American Capital Agency,AGNC,Real Estate,9.9,9.78,9.74,1.643,1.476,10.421052,7196597248.0,10.64,6.81,0.1478,11252655.0,78.05008856803464
American Capital,AGNCP,Real Estate,24.06,24.1,24.14,-0.331,1.476,,,24.25,19.61,0.0634,62170.0,54.59233213707342
Agilysys,AGYS,Technology,102.67,104.36,104.67,-1.911,0.817,32.388012,2818722560.0,105.68,63.78,,221121.0,69.01582010108663
Air T,AIRT,Industrials,24.07,24.64,24.75,-2.747,0.745,,66434404.0,27.68,12.53,,18854.0,27.728900521914525
Akamai Technologies,AKAM,Technology,93.78,92.92,92.48,1.406,0.671,23.386532,14284286976.0,129.17,87.59,,1734167.0,47.265216776093204
Alico,ALCO,Consumer Defensive,25.06,25.015,25.08,-0.08,0.804,4.782443,191061952.0,31.0,23.22,0.008,26393.0,42.4027232162573
Align Technology,ALGN,Healthcare,249.13,248.44,247.48,0.667,1.659,41.11056,18754928640.0,413.2,176.34,,752952.0,78.78046794111903
Allegiant Travel Company,ALGT,Industrials,47.31,45.41,45.08,4.947,1.651,15.115016,862570112.0,130.93,43.91,0.053200003,406709.0,43.04852411226499
Alimera Sciences,ALIM,Healthcare,5.56,5.54,5.53,0.542,1.284,,291280064.0,5.65,2.606,,325555.0,93.98938614614069
Alkermes,ALKS,Healthcare,23.01,24.05,24.04,-4.285,0.437,6.8482146,3893775104.0,32.88,22.01,,1797309.0,31.46088391982518
Allot Communications Ltd,ALLT,Technology,2.51,2.48,2.49,0.803,1.049,,96488920.0,3.09,1.19,,88126.0,69.24526085022801
Alnylam Pharmaceuticals,ALNY,Healthcare,257.76,256.0,254.74,1.186,0.37,,32604579840.0,257.97,141.98,,955031.0,92.83658866682975
Astro-Med,ALOT,Technology,14.16,14.19,14.03,0.927,0.618,21.134327,106392008.0,18.83,11.79,,13495.0,25.107490546111634
Altair Nanotechnologies Inc.,ALTI,Financial Services,4.55,4.37,4.34,4.839,0.709,,546036416.0,9.22,4.22,,165788.0,53.64013560759769
Altera Corp.,ALTR,Technology,98.62,96.49,96.49,2.207,1.48,896.5455,8188704256.0,100.79,57.59,,593693.0,76.9874697405013
Alvarion Ltd,ALVR,Healthcare,0.7735,0.7734,0.7709,0.337,0.768,,88954824.0,3.79,0.58,,424188.0,48.81105884498503
Applied Materials,AMAT,Technology,254.97,253.0,251.47,1.392,1.55,29.306898,211108773888.0,255.89,129.21,0.0064,5029531.0,85.23291732589269
Ambarella Inc.,AMBA,Technology,60.42,60.2,59.53,1.495,1.588,,2476325632.0,84.86,40.31,,650222.0,71.7429415990343
Ambac Financial Group Inc.,AMBC,Financial Services,12.14,12.26,12.22,-0.655,1.241,9.059702,549031488.0,18.45,11.26,,497670.0,30.1907096555791
Ambit Biosciences Corporation,AMBI,Industrials,3.8006,3.6165,3.65,4.126,0.592,190.03001,331731200.0,11.5,3.07,,5657.0,47.566139427145316
Andatee China Marine Fuel Services,AMCF,Energy,1e-06,1e-06,1e-06,0.0,-41.377,,17434.0,0.0001,1e-06,,,
Amc Networks Inc.,AMCX,Communication Services,10.06,9.55,9.55,5.34,1.305,2.8179274,443075616.0,20.97,8.84,,1417885.0,19.395168185504915
Amedisys Inc,AMED,Healthcare,97.87,97.38,97.23,0.658,0.791,,3198088192.0,98.0,89.55,,332019.0,83.68980551738096
Amgen Inc.,AMGN,Healthcare,321.67,317.06,315.91,1.823,0.58,45.887302,172555059200.0,329.72,224.09,0.028499998,2510763.0,74.6387717927455
Amkor Technology,AMKR,Technology,43.42,42.08,41.94,3.529,1.861,28.565788,10688701440.0,43.595,17.58,0.0075,1412188.0,87.55501051645798
Amarin Corporation Plc,AMRN,Healthcare,0.7585,0.6915,0.7,8.357,1.96,,311644128.0,1.49,0.63,,1441967.0,70.65040010052188
American Superconductor Corp.,AMSC,Industrials,27.43,27.46,27.28,0.55,2.169,,1014860608.0,29.14,5.78,,889131.0,78.61494303893822
Amerisafe,AMSF,Financial Services,43.66,43.15,43.28,0.878,0.295,13.601246,835434112.0,56.54,41.97,0.0342,131249.0,45.252048347387415
American Software,AMSWA,Technology,9.07,9.13,9.12,-0.548,0.709,31.275862,301855040.0,12.58,8.41,0.0482,228965.0,58.4719281727626
American Woodmark Corp.,AMWD,Consumer Cyclical,77.54,77.53,77.25,0.375,1.625,10.844755,1208654720.0,104.28,65.01,,145381.0,53.912282791601456
Amazon.Com,AMZN,Consumer Cyclical,199.79,199.98,199.34,0.226,1.155,55.963585,2079134449664.0,201.2,118.35,,41965172.0,63.12965634275907
The Andersons,ANDE,Consumer Defensive,46.58,46.5,46.62,-0.086,0.622,13.158193,1586039808.0,61.46,45.07,0.0163,177016.0,42.157211770813255
Angie's List Inc.,ANGI,Communication Services,1.91,2.01,2.01,-4.975,2.005,,958327232.0,4.18,1.55,,797098.0,57.56518440693226
Angiodynamics,ANGO,Healthcare,5.6,5.62,5.62,-0.356,0.663,,224305200.0,10.17,5.26,,437036.0,21.480357464991712
Anika Therapeutics Inc.,ANIK,Healthcare,26.2,26.15,25.99,0.808,0.827,,382189888.0,28.67,16.54,,54329.0,68.18353100655993
Ani Pharmaceuticals Inc.,ANIP,Healthcare,62.38,61.74,61.34,1.695,0.759,38.745342,1307584640.0,70.81,48.2,,154129.0,39.68505883055024
Ansys,ANSS,Technology,331.0,328.44,327.35,1.115,1.108,66.465866,28896299008.0,364.31,258.01,,465890.0,74.33069694843502
Anthera Pharmaceuticals,ANTH,Healthcare,1e-06,1e-06,1e-06,0.0,-127.543,,6178.0,0.008,1e-06,,,
Alpha And Omega Semiconductor,AOSL,Technology,37.14,38.23,38.17,-2.698,2.39,,1065981120.0,40.79,19.38,,234862.0,76.65391277725165
American Public Education,APEI,Consumer Defensive,16.86,17.3,17.29,-2.487,1.308,,296316192.0,21.04,4.05,,211995.0,64.77262097705051
Apogee Enterprises,APOG,Industrials,58.89,58.98,58.37,0.891,0.994,12.092402,1291646080.0,67.92,41.01,0.0171,179860.0,57.02791738677281
Asia Pac Wire &Cable,APWC,Industrials,1.44,1.4,1.45,-0.69,0.677,7.5789475,29687330.0,2.36,1.2,,5209.0,29.69356893594457
Aquasition Corp.,AQU,Financial Services,10.95,11.0,11.5,-4.783,,64.411766,49856992.0,11.834,10.39,,4201.0,100.0
Accuray Incorporated,ARAY,Healthcare,1.69,1.71,1.7,-0.588,1.455,,167722704.0,4.3,1.46,,678460.0,60.577741884153454
Ares Capital Corp.,ARCC,Financial Services,21.15,21.1,21.06,0.427,1.049,7.2184296,12997055488.0,21.84,18.55,0.0912,3258650.0,58.58932212723418
Ark Restaurants,ARKR,Consumer Cyclical,13.2,13.38,13.5,-2.222,1.004,,47574912.0,18.59,10.27,0.0561,2573.0,63.39234816661109
Alliance Resource Partners L.P.,ARLP,Energy,24.79,24.57,24.57,0.895,1.174,5.4245076,3174657024.0,25.75,18.17,0.11399999,431490.0,50.15223781712032
Arrow Financial Corp.,AROW,Financial Services,26.35,25.67,25.8,2.132,0.734,15.319767,439994944.0,29.66,16.65,0.0419,43736.0,81.79453531227975
Array Biopharma Inc.,ARRY,Technology,9.9,9.49,9.44,4.873,1.656,26.052631,1502513024.0,26.64,9.34,,5647542.0,31.60945124330162
Artesian Resources Corp.,ARTNA,Utilities,38.08,37.37,37.27,2.173,0.187,22.269007,390080128.0,49.73,33.34,0.0317,89529.0,62.0611949167258
Art'S-Way Manufacturing Co.,ARTW,Industrials,1.49,1.59,1.53,-2.614,0.363,Infinity,7551633.0,2.9,1.33,,4601.0,28.97938134800188
Arrowhead Research Corp.,ARWR,Healthcare,26.82,25.4,25.35,5.799,0.937,,3331043840.0,39.83,20.67,,1052947.0,74.95439899445843
Asml Holding N.V.,ASML,Technology,1098.95,1069.19,1059.97,3.677,1.104,56.356407,440611897344.0,1100.575,564.0,0.0063,1034339.0,79.07158133311572
Altisource Portfolio Solutions S.A.,ASPS,Real Estate,1.04,1.12,1.12,-7.143,0.947,,28038086.0,6.43,1.04,,107493.0,11.238695674608223
Ameriserv Financial Inc.,ASRV,Financial Services,2.27,2.2845,2.32,-2.155,0.722,,38924372.0,3.4,2.23,0.0517,27259.0,43.05073024891064
Astrotech Corp.,ASTC,Industrials,8.48,8.5,8.5,-0.235,-0.154,,14430670.0,13.69,7.0,,4021.0,25.00847516438698
Astec Industries,ASTE,Industrials,29.56,28.92,28.71,2.961,1.3,27.119265,672942272.0,56.33,28.46,0.018099999,172414.0,53.543036801616836
Ascent Solar Technologies,ASTI,Technology,0.0996,0.0979,0.0997,-0.1,2.576,,9253757.0,23.8,0.09,,27495145.0,37.9681306946644
Asure Software Inc,ASUR,Technology,8.42,8.23,8.19,2.808,0.621,,217346304.0,15.54,6.31,,140318.0,64.67032841776688
Amtech Systems,ASYS,Technology,6.62,6.35,6.355,4.17,1.466,,94062256.0,11.98,3.37,,40529.0,67.84024441314617
Ata Inc.,ATAI,Healthcare,1.32,1.34,1.32,0.0,0.8,,220975936.0,2.85,1.025,,953409.0,50.54048961905833
Alphatec Holdings,ATEC,Healthcare,10.77,10.85,10.84,-0.646,1.398,,1506550784.0,19.14,8.66,,1559188.0,77.85416916123054
Atlanticus Holdings Corp.,ATLC,Financial Services,32.08,31.495,31.27,2.59,1.882,7.548236,474530592.0,43.59,23.1,,21806.0,82.49783334907623
Ames National Corp.,ATLO,Financial Services,19.57,19.67,19.36,1.085,0.56,17.790909,175976768.0,22.5,15.01,0.0558,12372.0,50.026695004782596
Atlantic Tele-Network,ATNI,Communication Services,21.02,20.5,20.48,2.637,0.567,,321967552.0,39.88,18.2,0.0469,178804.0,49.63516827845671
Atossa Genetics Inc.,ATOS,Healthcare,1.2,1.17,1.15,4.348,1.211,,150908400.0,2.31,0.62,,1451219.0,65.34170002376479
Atricure,ATRC,Healthcare,22.19,22.35,22.24,-0.225,1.439,,1073603264.0,59.61,18.94,,837814.0,52.692943208066154
Atrion Corp.,ATRI,Healthcare,453.9,454.39,453.14,0.168,0.688,42.61972,798841280.0,593.0,274.98,0.0194,31678.0,40.79338391759155
Astronics Corp.,ATRO,Industrials,20.42,20.48,20.33,0.443,1.874,,710138176.0,22.44,14.11,,149872.0,74.2042853989502
Air Transport Services Group Inc,ATSG,Industrials,14.19,14.03,14.03,1.14,0.842,20.27143,932617856.0,24.96,11.62,,433647.0,70.59562446588728
Auburn National Bancorporation,AUBN,Financial Services,17.7,17.7,18.24,-2.961,0.534,76.95652,61838492.0,23.2,16.48,0.0572,4150.0,42.84399539322191
Audiocodes Ltd,AUDC,Technology,10.92,10.98,10.95,-0.274,0.886,30.333332,334699104.0,14.45,7.14,0.032899998,68816.0,72.05330119053906
Aerovironment,AVAV,Industrials,175.45,168.1,167.84,4.534,0.508,80.48165,4936092672.0,224.0,91.0,,382232.0,53.820357729082744
Avago Technologies,AVGO,Technology,1744.69,1746.0,1733.31,0.657,1.188,75.105034,812132204544.0,1851.62,795.09,0.0121,3492460.0,73.5355975656866
Av Homes Inc,AVHI,Financial Services,11.36,11.38,11.36,0.0,0.064,,34658676.0,12.45,10.58,,2403.0,72.97209998752129
Aviat Networks,AVNW,Technology,27.37,27.46,27.32,0.183,1.794,24.4375,343912256.0,38.85,25.08,,83745.0,48.37480974168212
Aware,AWRE,Technology,1.87,1.92,1.88,-0.532,0.791,,39429324.0,2.2,1.05,,38991.0,37.57814998675437
Accelerate Diagnostics Inc.,AXDX,Healthcare,1.14,1.13,1.15,-0.87,0.574,,26916768.0,8.72,0.73,,70722.0,50.00665823016235
Lectec Corp,AXGN,Healthcare,7.7,7.68,7.69,0.13,1.105,,336525408.0,10.83,3.45,,317906.0,80.83856440046176
Axt Inc,AXTI,Technology,3.47,3.43,3.43,1.166,2.283,,154063840.0,5.64,1.89,,641357.0,51.277118139570796
Aspen Technology,AZPN,Technology,186.9,188.61,188.95,-1.085,0.732,,11835983872.0,224.77,162.26,0.01,208472.0,52.31978619580459
First Pactrust Bancorp,BANC,Financial Services,12.8,12.54,12.53,2.155,,,2155123200.0,16.08,9.96,0.0319,2263027.0,73.843803240595
Bancfirst Corp.,BANF,Financial Services,88.06,86.175,86.65,1.627,1.053,14.388888,2905187328.0,104.0,79.99,0.0198,68172.0,81.46781122133639
Banner Corp.,BANR,Financial Services,50.13,49.05,48.73,2.873,1.046,10.422038,1726953472.0,55.66,39.31,0.0394,172549.0,80.97715429815312
Beasley Broadcast Group,BBGI,Communication Services,0.586,0.6012,0.609,-3.777,1.018,,17781760.0,1.28,0.586,,18909.0,34.55747530992707
Barrett Business Services,BBSI,Industrials,32.13,32.34,32.21,-0.248,1.378,17.751383,836331072.0,34.35,21.4625,0.0093,150532.0,46.04982124743077
Bcb Bancorp Inc. [Nj],BCBP,Financial Services,10.52,10.23,10.23,2.835,0.558,6.7435904,178391856.0,13.9,9.19,0.0626,46659.0,57.308714174196034
Brightcove Inc.,BCOV,Technology,2.34,2.33,2.32,0.862,0.739,,104323048.0,4.56,1.55,,328250.0,54.659719821687915
Balchem Corp.,BCPC,Basic Materials,162.89,162.83,161.92,0.599,0.675,45.884506,5281463808.0,163.1,110.74,0.0049,97091.0,86.19294843299902
Biocryst Pharmaceuticals,BCRX,Healthcare,6.49,6.5,6.48,0.154,1.879,,1339386624.0,7.95,4.03,,3702986.0,37.45634085603594
Cardionet,BEAT,Healthcare,2.92,3.0,2.97,-1.684,-0.96,,76880680.0,3.389,1.06,,120142.0,62.17666455622869
Bebe Stores,BEBE,Industrials,2.2,2.2,2.19,0.457,0.221,,28323020.0,4.15,2.07,0.074099995,749.0,11.265434645395061
Beacon Roofing Supply,BECN,Industrials,91.06,89.34,88.9,2.43,1.583,,5827748864.0,103.75,68.5,,656813.0,73.84449535405577
Bel Fuse Inc.,BELFA,Technology,82.3,81.86,82.47,-0.206,1.356,14.644129,857302656.0,85.91,38.82,0.0029,15821.0,71.21501029092795
Bel Fuse Inc.,BELFB,Technology,66.83,65.59,65.16,2.563,1.356,11.891459,881093440.0,74.75,39.13,0.0043,83301.0,79.18440091126136
Bankfinancial Corp.,BFIN,Financial Services,10.1,10.11,10.1,0.0,0.48,15.074627,125853072.0,11.12,8.26,0.0396,10598.0,63.04239951786144
Big 5 Sporting Goods Corp.,BGFV,Consumer Cyclical,2.49,2.49,2.49,0.0,2.346,,56334260.0,9.99,2.26,0.080299996,364867.0,21.340688061979506
Bg Medicine,BGMD,Healthcare,1e-06,1e-06,1e-06,0.0,78.404,,5459.0,0.0001,1e-06,,,
Baidu,BIDU,Communication Services,97.94,98.638,95.4,2.662,0.488,13.163979,34342858752.0,156.98,85.08,,3340973.0,73.02644520777196
Biogen Idec Inc,BIIB,Healthcare,232.75,229.85,229.06,1.611,-0.038,29.130163,33887698944.0,281.68,189.44,,1127014.0,75.3822366426287
Biofuel Energy,BIOF,Basic Materials,0.0825,0.0825,0.088,-6.25,-0.374,,24986444.0,0.176,0.044,,157473.0,70.72068041876321
Biolase Technology,BIOL,Healthcare,0.085,0.078,0.0899,-5.451,0.718,,2838575.0,10.0,0.04,,2121024.0,29.769617288721406
Bj's Restaurants,BJRI,Consumer Cyclical,34.39,35.08,35.08,-1.967,2.138,34.737373,804144768.0,38.77,21.64,,361339.0,56.74853631330276
Bank Of South Carolina,BKSC,Financial Services,11.21,11.11,11.05,1.448,0.48,9.663794,61237876.0,15.24,9.52,0.061100002,2927.0,33.86244691668966
Ballard Power Systems,BLDP,Industrials,2.38,2.4,2.37,0.422,1.772,,712541120.0,5.11,2.14,,2436565.0,36.82639541718241
Builders Firstsource,BLDR,Industrials,136.81,135.6,134.3,1.869,2.039,11.763542,16698617856.0,214.7,105.24,,1959104.0,75.71869799691731
Bridgeline Digital,BLIN,Technology,0.87,0.8403,0.8743,-0.492,1.921,,9063312.0,1.43,0.7,,29985.0,33.93644214072452
Blackbaud,BLKB,Technology,74.98,74.63,74.5,0.644,1.012,182.87805,3870925056.0,88.56,64.32,,250673.0,38.059568813239366
Bloomin' Brands Inc.,BLMN,Consumer Cyclical,16.33,16.5,16.45,-0.729,2.049,24.373133,1412159616.0,30.13,16.2,0.0584,1539200.0,23.352982445684844
Biolinerx Ltd.,BLRX,Healthcare,0.648,0.57,0.5779,12.13,0.875,,54331172.0,2.53,0.51,,341198.0,40.897449273902204
Bluebird Bio Inc.,BLUE,Healthcare,1.04,1.02,1.0,4.0,0.852,,200451680.0,5.53,0.85,,6390639.0,60.45127309562393
Bank Of Marin Bancorp,BMRC,Financial Services,17.4,16.46,16.5,5.455,0.913,20.963856,283372928.0,23.24,14.11,0.060599998,74478.0,83.65290027955352
Biomarin Pharmaceutical Inc.,BMRN,Healthcare,82.29,83.24,82.98,-0.832,0.319,77.63208,15625225216.0,99.56,73.68,,2664877.0,56.13010063515918
Bok Financial Corp.,BOKF,Financial Services,90.84,89.48,89.27,1.759,1.182,13.203487,5860542464.0,96.41,62.42,0.024600001,140163.0,74.40539465802237
Bolt Technology Corp.,BOLT,Healthcare,0.7205,0.7205,0.7215,-0.139,0.934,,27471008.0,1.56,0.71,,229044.0,52.904402539530146
Dynamic Materials Corp.,BOOM,Energy,13.86,13.72,13.65,1.538,1.662,12.599999,277741920.0,27.16,11.12,,299563.0,59.1756622392854
B.O.S. Better Online Solutions,BOSC,Technology,2.9202,2.88,2.81,3.922,0.85,8.111667,16785310.0,4.16,2.39,,17144.0,63.53645874538767
Bank Of The Jame Fnl,BOTJ,Financial Services,11.12,11.0,11.13,-0.09,0.76,5.673469,50521940.0,12.25,9.16,0.036,3936.0,53.899161079691766
Popular,BPOP,Financial Services,91.17,87.8,87.59,4.087,0.816,13.546805,6589019648.0,93.09,59.27,0.028299998,304300.0,80.62126953322417
Bridgford Foods Corp.,BRID,Consumer Defensive,10.03,10.045,10.05,-0.199,-0.634,66.86666,91040600.0,12.78,9.86,,1927.0,50.91067262471273
Brookline Bancorp,BRKL,Financial Services,8.68,8.64,8.55,1.52,0.775,9.434783,771605184.0,11.52,7.93,0.063200004,459029.0,75.37176076227135
Bruker Corp.,BRKR,Healthcare,61.25,61.55,61.21,0.065,1.197,22.435898,9269329920.0,94.86,53.79,0.0033000002,1252500.0,62.875216547353745
Bassett Furniture Industries Inc.,BSET,Consumer Cyclical,13.28,13.48,13.2,0.606,1.665,,117245800.0,17.89,13.02,0.0545,21352.0,33.21477690451417
Biostar Pharmaceuticals,BSPM,Healthcare,1.4e-05,1.4e-05,0.0001,-86.0,-3418.989,Infinity,443048.0,0.01,1e-05,,1140.0,
Sierra Bancorp,BSRR,Financial Services,22.24,21.938,22.13,0.497,0.901,9.190083,324608352.0,23.21,16.75,0.0416,26763.0,77.10603535898294
Burcon Nutrascience,BUR,Financial Services,13.165,13.02,12.91,1.975,1.081,9.206294,2891310336.0,17.7,11.83,0.0097,1648234.0,64.94819667693619
First Busey Corp.,BUSE,Financial Services,24.31,23.84,23.88,1.801,0.845,12.21608,1379089280.0,25.8,17.51,0.0402,176426.0,74.72888808206174
Bazaarvoice Inc.,BV,Industrials,12.685,12.7,12.62,0.515,1.3,40.919357,1198732544.0,14.42,6.58,,859752.0,38.700769334211046
Broadwind Energy,BWEN,Industrials,3.21,3.15,3.15,1.905,1.439,8.230769,69765176.0,4.81,2.01,,235229.0,51.70433621989259
Broadway Financial Corp.,BYFC,Financial Services,4.94,5.3,5.365,-7.922,0.7,15.437501,45111980.0,8.48,4.41,,10242.0,32.08656672291872
China Automotive Systems,CAAS,Consumer Cyclical,3.49,3.51,3.51,-0.57,2.463,2.7054265,105348096.0,5.64,3.04,,36108.0,21.603147484134666
Camden National Corp.,CAC,Financial Services,33.36,32.27,32.19,3.635,0.731,11.083056,487279520.0,39.7,26.52,0.052199997,44936.0,80.65511372091355
Credit Acceptance Corp.,CACC,Financial Services,532.98,525.9,523.96,1.722,1.444,27.416664,6454920704.0,616.66,379.77,,49300.0,92.55294607017284
Cache,CACH,Consumer Cyclical,1e-06,1e-06,1e-06,0.0,-4.691,,1986.0,0.0001,1e-06,,,
Camco Financial Corp.,CAFI,Financial Services,0.03,0.03,0.03,0.0,2.824,,22079370.0,0.125,0.002,,71115.0,54.298063626962865
The Cheesecake Factory Inc.,CAKE,Consumer Cyclical,36.82,37.65,37.5,-1.813,1.52,16.812784,1876288256.0,41.25,28.58,0.028800001,1006755.0,58.82902154889017
Cal-Maine Foods,CALM,Consumer Defensive,63.01,62.78,62.5,0.816,-0.113,11.171986,3089903104.0,64.76,42.25,0.0301,625078.0,72.34791472887206
Calamp,CAMP,Technology,0.4,0.55,0.4,0.0,1.886,,660336.0,38.0673,0.11,,194122.0,9.887635251646884
Camtek Ltd,CAMT,Technology,136.2,137.5,136.78,-0.424,1.429,76.51685,6148517376.0,140.5,33.74,0.0097,470080.0,83.67462635389053
Avis Budget Group,CAR,Industrials,99.01,101.43,102.03,-2.96,2.205,3.1784914,3529429248.0,244.95,93.53,,697203.0,68.36427968830517
Carolina Trust Bank,CART,Consumer Cyclical,33.33,33.35,33.19,0.422,,,8822418432.0,42.95,22.13,,4534240.0,59.957916336211944
Carver Bancorp,CARV,Financial Services,1.42,1.55,1.48,-4.054,1.113,,7079566.0,3.03,1.15,,39713.0,25.409299088035425
Meta Financial Group,CASH,Financial Services,58.16,57.83,57.76,0.693,0.688,8.745865,1469738112.0,60.49,41.79,0.0034999999,158268.0,80.73550336032845
Cass Information Systems Inc,CASS,Industrials,40.24,39.85,39.71,1.335,0.717,18.37443,549022528.0,50.25,35.5,0.030199999,39101.0,56.219107407899585
Caseys General Stores,CASY,Consumer Cyclical,363.56,361.18,360.62,0.815,0.795,27.090908,13232165888.0,389.44,238.44,0.005,321491.0,90.10466462217451
Cathay General Bancorp,CATY,Financial Services,37.9,36.96,36.94,2.599,1.123,8.384956,2759628032.0,45.72,32.08,0.0368,321024.0,78.46731957385973
Colony Bankcorp,CBAN,Financial Services,12.48,12.13,12.15,2.716,0.575,9.983999,219131312.0,13.58,9.36,0.037,32334.0,82.63511884500726
Chicopee Bancorp,CBNK,Financial Services,20.55,20.23,20.16,1.935,0.485,8.782051,285630592.0,25.0,15.0,0.0159,22155.0,68.0315055105022
CBOE Holdings,CBOE,Financial Services,169.86,168.54,168.57,0.765,0.645,22.738956,17861457920.0,199.0,135.72,0.013099999,732431.0,23.36579809161711
Cracker Barrel Old Country Store,CBRL,Consumer Cyclical,39.76,39.13,39.13,1.61,1.427,14.725925,882763392.0,98.6,38.495,0.0256,938698.0,54.6967054631777
Commerce Bancshares,CBSH,Financial Services,57.0,56.22,56.3,1.243,0.768,15.877438,7383552000.0,57.48,42.96,0.019199999,465095.0,80.95507063642177
Capital City Bank Group,CCBG,Financial Services,27.39,27.04,26.92,1.746,0.559,9.099668,464074240.0,33.44,25.45,0.0312,29090.0,62.95977599103732
Cnb Financial Corp.,CCNE,Financial Services,19.97,19.55,19.57,2.044,0.698,8.426161,419441888.0,23.4,17.45,0.0358,41734.0,65.51824578800856
Cogent Communications Group,CCOI,Communication Services,58.83,58.57,58.4,0.736,0.391,2.3428912,2884105472.0,86.0,50.8,0.0668,513008.0,85.52120925331324
Cross Country Healthcare,CCRN,Healthcare,12.93,13.26,13.29,-2.709,0.636,9.795454,449629120.0,28.15,12.89,,376893.0,19.754853425628184
Concurrent Computer Corp.,CCUR,Technology,2500.0,2500.0,2500.0,0.0,0.331,,10365000.0,3600.0,2000.0,,,0.0
Cadence Design Systems,CDNS,Technology,319.8,315.21,315.26,1.44,1.033,83.06493,87120871424.0,328.99,217.77,,1595750.0,79.10198872322943
Clean Diesel Technologies,CDTI,Consumer Cyclical,0.415,0.415,0.415,0.0,-0.553,,1868039.0,0.8,0.31,,2360.0,37.76833226583476
Cdw Corporation,CDW,Technology,218.87,215.2,214.8,1.895,1.034,27.324593,29415690240.0,263.37,184.99,0.0115,875691.0,54.433659841964264
Codexis,CDXS,Healthcare,2.9,2.97,2.98,-2.685,2.121,,204617040.0,4.91,1.45,,434332.0,38.25982749544191
Cadiz,CDZI,Utilities,3.15,3.14,3.12,0.962,0.845,,213549840.0,4.3,2.12,,163391.0,39.762594616576735
Career Education Corp.,CECO,Industrials,28.3,27.93,28.0,1.071,1.375,80.85714,988674624.0,29.11,11.46,,321849.0,78.83756349278909
Central Garden & Pet Company,CENT,Consumer Defensive,37.33,36.51,36.64,1.883,0.721,16.815315,2233483776.0,47.48,30.1018,,109116.0,28.156905910518574
Central Garden & Pet Company,CENTA,Consumer Defensive,32.13,31.77,31.57,1.774,0.721,14.472973,2231087872.0,41.03,27.88,,253432.0,28.373381932172393
Century Aluminum Company,CENX,Basic Materials,17.92,18.68,18.65,-3.914,2.524,8.108597,1661192832.0,21.37,5.7,,1392380.0,59.36295651391524
Ceres Inc.,CERE,Healthcare,40.93,40.68,40.53,0.987,1.407,,7457241600.0,43.59,19.59,,1568595.0,67.9722471295223
Cerus Corp.,CERS,Healthcare,1.87,1.97,1.98,-5.556,1.202,,345744288.0,3.08,1.21,,930227.0,71.65674997641557
Ceva,CEVA,Technology,19.5,19.07,18.94,2.957,1.147,,459850944.0,27.65,16.38,,141345.0,71.18777031262621
