Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
Visa Inc.,V,Financial Services,265.44,267.0,266.4,-0.36,0.953,29.658102,543116787712.0,290.96,227.68,0.0078,8195845.0,36.20475941701992
Marriot Vacations Worldwide Cor,VAC,Consumer Cyclical,81.43,81.5,81.78,-0.428,1.822,14.96875,2863396352.0,133.99,72.78,0.0372,432455.0,20.886444099480173
Valspar Corp.,VAL,Energy,72.43,72.5,73.3,-1.187,1.214,6.4382224,5244714496.0,78.92,60.06,,919726.0,28.867248180482378
Vale S.A.,VALE,Basic Materials,11.56,11.54,11.48,0.697,0.928,6.3867407,49854701568.0,16.08,10.99,0.1527,25721644.0,56.76888612351099
Invesco Van Kampen Bond Fund,VBF,Financial Services,16.15,16.23,16.19,-0.247,0.466,22.123287,184407152.0,16.29,13.68,0.053000003,33949.0,73.23811674768551
Visteon Corp.,VC,Consumer Cyclical,103.47,105.62,106.08,-2.46,1.457,5.956822,2855420160.0,159.87,101.42,,248888.0,33.216695754372026
Wabtec Corp.,WAB,Industrials,157.24,156.66,156.72,0.332,1.288,30.71094,27734777856.0,170.83,98.7,0.0050999997,1139960.0,30.639658932837776
Western Alliance Bancorporation,WAL,Financial Services,62.43,61.1,61.15,2.093,1.453,9.100583,6874229760.0,70.23,37.5,0.0242,889647.0,49.81700256123888
Waters Corp.,WAT,Healthcare,282.97,285.84,285.57,-0.91,0.951,27.823992,16785695744.0,367.21,231.9,,501703.0,28.29862102057679
Webster Financial Corp.,WBS,Financial Services,43.59,42.64,42.84,1.751,1.295,8.895918,7475118592.0,53.39,36.36,0.0373,1259531.0,47.04609854492745
United States Steel Corp.,X,Basic Materials,38.79,39.2,39.2,-1.046,1.932,11.210983,8721931264.0,50.2,22.26,0.0050999997,2908083.0,40.06846950487329
Xcel Energy Inc.,XEL,Utilities,52.47,52.17,52.11,0.691,0.378,15.756758,29154377728.0,65.62,46.79,0.042,3605877.0,29.54399421200911
Xinyuan Real Estate Co Ltd,XIN,Real Estate,2.8,2.8002,2.8,0.0,0.761,0.36842105,15718304.0,4.26,1.92,,21936.0,47.07091765459497
Exxon Mobil Corp.,XOM,Energy,110.94,111.11,112.18,-1.105,0.893,13.595589,497669079040.0,123.75,95.77,0.0339,17806716.0,30.314344707706212
Express-1 Expedited Solutions,XPO,Industrials,101.15,101.38,103.91,-2.656,1.948,49.827587,11766881280.0,130.51,58.3,,1542562.0,33.641660881744926
Xerox Corp.,XRX,Technology,10.75,11.05,11.1,-3.153,1.6,,1335128448.0,19.78,10.7,0.090100005,2000445.0,8.729429029553728
Xylem Inc. Common Stock New Whe,XYL,Industrials,133.59,134.1,134.06,-0.351,1.042,46.385414,32388495360.0,146.08,87.59,0.0107,1286004.0,28.570367878060125
Yelp Inc.,YELP,Communication Services,35.91,36.38,36.38,-1.292,1.338,22.87261,2422431232.0,48.99,35.31,,674885.0,65.6790509714422
Ypf Sociedad Anonima,YPF,Energy,20.73,20.34,20.55,0.876,1.7,,11308505088.0,24.77,9.57,,2250642.0,36.265841675775164
Yum! Brands,YUM,Consumer Cyclical,126.66,127.48,127.94,-1.0,1.068,22.457447,35671511040.0,143.2,115.53,0.0209,2044352.0,8.794703153189275
Zweig Total Return Fund,ZTR,,5.45,5.47,5.49,-0.729,1.204,9.66312,257481968.0,6.27,4.5,,267413.0,30.67812716565311
Zoetis Inc. Class A Common Stoc,ZTS,Healthcare,174.24,175.69,175.43,-0.678,0.861,33.572254,79504842752.0,201.92,144.8,0.0099,3131750.0,46.586566914481104
Atlantic American Corp.,AAME,Financial Services,1.56,1.52,1.55,0.645,0.426,,31823686.0,3.0,1.49,0.0128999995,4729.0,32.31360540696285
Aaon,AAON,Industrials,83.98,85.9,85.99,-2.337,0.799,39.060467,6903937024.0,96.34,52.24,0.0037,1086995.0,63.975921488328936
Apple Inc.,AAPL,Technology,228.68,228.185,227.82,0.377,1.244,35.619938,3506601984000.0,229.395,164.08,0.0044,69877893.0,91.74411431734141
Ameris Bancorp,ABCB,Financial Services,50.87,48.63,48.61,4.649,1.049,12.407317,3515488000.0,53.99,34.26,0.0123000005,294662.0,62.9532011696115
Arca Biopharma,ABIO,Healthcare,3.46,3.52,3.48,-0.575,0.894,,50194568.0,4.49,1.56,,122308.0,62.81357779332802
Acadia Pharmaceuticals Inc.,ACAD,Healthcare,17.13,16.45,16.32,4.963,0.381,Infinity,2830235392.0,33.99,14.55,,1627388.0,76.11708269895031
Aceto Corp.,ACET,Healthcare,1.21,1.18,1.17,3.419,1.693,,99429944.0,3.77,1.05,,1235324.0,40.038568997729136
Acorn Energy,ACFN,Technology,8.15,8.15,9.5,-14.211,0.696,74.090904,20271576.0,10.99,0.25,,1745.0,41.4659397977197
Arch Capital Group Ltd,ACGL,Financial Services,98.0,98.17,98.26,-0.265,0.583,7.7348065,36798414848.0,103.79,72.85,,1689181.0,28.030856223965372
Acadia Healthcare Company Inc.,ACHC,Healthcare,65.43,65.57,65.64,-0.32,1.318,,6070242304.0,87.77,62.04,,887460.0,23.77287771663825
Aci Worldwide,ACIW,Technology,38.94,39.3,39.27,-0.84,1.198,28.844442,4105833472.0,39.76,19.56,,626903.0,68.98677515311601
Axcelis Technologies,ACLS,Technology,151.06,146.98,143.63,5.173,1.603,19.955086,4914359296.0,201.0,93.77,,520573.0,79.9390993010663
Acnb Corp.,ACNB,Financial Services,33.54,32.66,33.05,1.483,0.607,9.721739,286417536.0,48.55,30.24,0.0387,13134.0,49.84984478635523
Acasti Pharma Inc,ACST,Healthcare,3.06,2.77,2.82,8.511,1.548,,28762164.0,3.59,1.72,,14229.0,34.436025017070676
Acacia Research Corp.,ACTG,Industrials,5.21,5.24,5.24,-0.573,0.541,8.540983,521114624.0,5.74,3.43,,214672.0,65.96276007882804
Acura Pharmaceuticals,ACUR,Healthcare,0.0046,0.0041,0.0046,0.0,49.975,,303608.0,0.05,0.0001,,1046.0,
Adobe Systems Incorporated,ADBE,Technology,566.02,573.05,575.4,-1.63,1.297,50.9469,250973274112.0,638.25,433.97,,3477201.0,78.9281606122469
Analog Devices,ADI,Technology,232.01,233.86,233.34,-0.57,1.082,54.334892,115127304192.0,241.88,154.99,0.015800001,3210560.0,56.675729971251194
Automatic Data Processing,ADP,Industrials,234.71,233.12,233.44,0.544,0.791,26.253918,96064692224.0,256.84,205.53,0.024,1480619.0,29.669096841732454
Autodesk,ADSK,Technology,243.96,243.47,247.96,-1.613,1.485,52.91974,52575576064.0,279.53,192.01,,2283534.0,35.68763093975805
Adtran,ADTN,Technology,5.2,5.19,5.23,-0.574,1.215,,411405760.0,10.96,4.34,0.0688,1245039.0,64.53262924875858
Addus Homecare Corp.,ADUS,Healthcare,116.95,118.75,118.84,-1.59,1.01,29.09204,2116245248.0,120.53,78.35,,156234.0,60.263100997421084
Aehr Test Systems,AEHR,Technology,12.41,12.68,12.8,-3.047,2.081,23.865385,358831424.0,54.1,9.83,,839654.0,57.13757823576439
Advanced Energy Industries,AEIS,Industrials,107.13,108.96,108.765,-1.503,1.52,38.67509,4011236352.0,126.38,81.86,0.0037,183327.0,52.369205139277206
Aeterna Zentaris,AEZS,Healthcare,6.88,5.39,5.35,28.598,2.162,,21064428.0,12.8,3.96,,10070.0,48.95719512691659
Agenus Inc.,AGEN,Healthcare,15.58,15.39,15.56,0.129,1.316,1.3431034,327169088.0,38.6,4.78,,832055.0,42.386347932260904
Agios Pharmaceuticals Inc.,AGIO,Healthcare,42.7,41.16,41.19,3.666,0.783,,2424207104.0,49.06,19.8,,807303.0,46.520633644108166
American Capital Agency,AGNC,Real Estate,9.74,9.68,9.68,0.62,1.476,10.252631,7080288768.0,10.64,6.81,0.1488,11448029.0,37.485538288418965
American Capital,AGNCP,Real Estate,24.14,24.1,24.06,0.333,1.476,,,24.25,19.61,0.0636,62662.0,54.284703368115416
Agilysys,AGYS,Technology,104.67,105.16,105.5,-0.787,0.817,33.018925,2873630976.0,105.68,63.78,,220444.0,61.41784533789554
Air T,AIRT,Industrials,24.75,23.94,24.18,2.357,0.745,,68311240.0,27.68,12.53,,18706.0,60.60783587133359
Akamai Technologies,AKAM,Technology,92.48,93.0,92.94,-0.495,0.671,23.062344,14086276096.0,129.17,87.59,,1724896.0,51.83269268537546
Alico,ALCO,Consumer Defensive,25.08,25.04,25.35,-1.065,0.804,4.7862597,191214432.0,31.0,23.22,0.007900001,26513.0,24.34698486286584
Align Technology,ALGN,Healthcare,247.48,247.05,248.94,-0.586,1.659,40.905785,18630713344.0,413.2,176.34,,754957.0,40.94542518431673
Allegiant Travel Company,ALGT,Industrials,45.08,45.29,45.56,-1.054,1.651,14.402556,821912128.0,130.93,43.91,0.052699998,398537.0,20.2832770632413
Alimera Sciences,ALIM,Healthcare,5.53,5.54,5.54,-0.181,1.284,,289708416.0,5.65,2.606,,319244.0,90.80624845171185
Alkermes,ALKS,Healthcare,24.04,24.3,24.37,-1.354,0.437,7.1547623,4068072704.0,32.88,22.01,,1801877.0,67.91063832362863
Allot Communications Ltd,ALLT,Technology,2.49,2.54,2.54,-1.969,1.049,,95720080.0,3.15,1.19,,88070.0,62.4699283351906
Alnylam Pharmaceuticals,ALNY,Healthcare,254.74,253.2,255.11,-0.145,0.37,,32222572544.0,256.23,141.98,,949798.0,92.64307055299149
Astro-Med,ALOT,Technology,14.06,14.2,14.1,-0.284,0.618,20.985075,105640656.0,18.83,11.79,,13336.0,26.991940271645475
Altair Nanotechnologies Inc.,ALTI,Financial Services,4.34,4.65,4.62,-6.061,0.709,,520834752.0,9.22,4.22,,165695.0,52.088343122483046
Altera Corp.,ALTR,Technology,96.49,97.73,97.77,-1.309,1.48,877.1818,8011844096.0,100.79,57.59,,590903.0,67.3279197003018
Alvarion Ltd,ALVR,Healthcare,0.7709,0.7239,0.723,6.625,0.768,,88655816.0,3.79,0.58,,426216.0,76.9758563399168
Applied Materials,AMAT,Technology,251.47,248.0,246.29,2.103,1.55,28.93786,208210870272.0,252.13,129.21,0.0064999997,5025490.0,76.19513507379182
Ambarella Inc.,AMBA,Technology,59.53,61.49,61.22,-2.761,1.588,,2439848960.0,84.86,40.31,,648231.0,52.81720325462233
Ambac Financial Group Inc.,AMBC,Financial Services,12.22,12.12,12.1,0.992,1.241,9.119403,552649536.0,18.45,11.26,,497957.0,47.67234723948051
Ambit Biosciences Corporation,AMBI,Industrials,3.65,3.55,3.65,0.0,0.592,182.50002,318586272.0,11.5,3.07,,5686.0,42.310076862614984
Andatee China Marine Fuel Services,AMCF,Energy,1e-06,1e-06,1e-06,0.0,-41.377,,17434.0,0.0001,1e-06,,,
Amc Networks Inc.,AMCX,Communication Services,9.55,9.35,9.38,1.812,1.305,2.67507,420613536.0,20.97,8.84,,1417826.0,28.66391970485266
Amedisys Inc,AMED,Healthcare,97.23,97.16,97.21,0.021,0.791,,3177175040.0,97.66,89.55,,323275.0,85.19593694142858
Amgen Inc.,AMGN,Healthcare,315.91,311.5,311.46,1.429,0.58,45.06562,169465184256.0,329.72,222.27,0.028900001,2512354.0,41.85661148356286
Amkor Technology,AMKR,Technology,41.94,40.81,40.75,2.92,1.861,27.592104,10324369408.0,42.13,17.58,0.0077,1403409.0,72.93999907532927
Amarin Corporation Plc,AMRN,Healthcare,0.7,0.736,0.7396,-5.354,1.96,,287608288.0,1.49,0.63,,1431963.0,82.94645847975966
American Superconductor Corp.,AMSC,Industrials,27.28,28.4,28.06,-2.78,2.169,,1009310912.0,29.14,5.78,,867668.0,63.46494518860829
Amerisafe,AMSF,Financial Services,43.28,43.23,43.12,0.371,0.295,13.482865,828162752.0,56.54,41.97,0.0343,131070.0,41.1106043222982
American Software,AMSWA,Technology,9.12,9.13,9.16,-0.437,0.709,31.448277,303519072.0,12.58,8.41,0.048,229308.0,46.70004111728322
American Woodmark Corp.,AMWD,Consumer Cyclical,77.25,77.83,78.22,-1.24,1.625,10.804195,1204134400.0,104.28,65.01,,144978.0,21.43144712976337
Amazon.Com,AMZN,Consumer Cyclical,199.34,199.35,199.29,0.025,1.155,55.837536,2074451509248.0,201.2,118.35,,42016003.0,66.36516602870807
The Andersons,ANDE,Consumer Defensive,46.62,47.94,48.21,-3.298,0.622,13.169492,1587401600.0,61.46,45.07,0.015800001,176785.0,27.480065556143344
Angie's List Inc.,ANGI,Communication Services,2.01,1.94,1.87,7.487,2.005,,1008501440.0,4.18,1.55,,799006.0,57.44274938022557
Angiodynamics,ANGO,Healthcare,5.62,5.49,5.51,1.996,0.663,,225106288.0,10.17,5.26,,439213.0,32.06465585950056
Anika Therapeutics Inc.,ANIK,Healthcare,25.99,25.8,25.77,0.854,0.827,,379126528.0,28.67,16.54,,54565.0,62.26500485087452
Ani Pharmaceuticals Inc.,ANIP,Healthcare,61.34,62.55,62.36,-1.636,0.759,38.09938,1285784576.0,70.81,48.2,,155109.0,42.14185471518069
Ansys,ANSS,Technology,327.35,327.86,327.64,-0.089,1.108,65.73293,28577654784.0,364.31,258.01,,468254.0,54.59571897249127
Anthera Pharmaceuticals,ANTH,Healthcare,1e-06,1e-06,1e-06,0.0,-127.543,,6178.0,0.008,1e-06,,,
Alpha And Omega Semiconductor,AOSL,Technology,38.17,37.6,37.43,1.977,2.39,,1095543808.0,40.79,19.38,,232713.0,77.49072361451488
American Public Education,APEI,Consumer Defensive,17.29,17.62,17.64,-1.984,1.308,,303873504.0,21.04,4.05,,209391.0,49.39091636088854
Apogee Enterprises,APOG,Industrials,58.62,60.22,60.49,-3.091,0.994,12.036961,1297272320.0,67.92,41.01,0.0165,178896.0,33.73434522961995
Asia Pac Wire &Cable,APWC,Industrials,1.43,1.5,1.5,-4.667,0.677,7.5263157,29481164.0,2.36,1.2,,5129.0,36.45735842188726
Aquasition Corp.,AQU,Financial Services,10.95,11.0,10.96,-0.091,,64.411766,49856992.0,11.834,10.39,,4201.0,100.0
Accuray Incorporated,ARAY,Healthcare,1.7,1.73,1.75,-2.857,1.455,,168715152.0,4.3,1.46,,684257.0,44.011313598756644
Ares Capital Corp.,ARCC,Financial Services,21.06,21.15,21.15,-0.426,1.049,7.187713,12941749248.0,21.84,18.55,0.0908,3270819.0,38.85086905274378
Alliance Resource Partners L.P.,ARLP,Energy,24.57,24.77,24.675,-0.426,1.174,5.3763676,3146483200.0,25.75,18.17,0.11350001,429904.0,26.541123569363094
Arrow Financial Corp.,AROW,Financial Services,25.8,25.655,25.38,1.655,0.734,14.999999,430810976.0,29.66,16.65,0.042600002,44037.0,43.38811356003299
Array Biopharma Inc.,ARRY,Technology,9.44,9.65,9.7,-2.68,1.656,24.842104,1432699264.0,26.64,9.34,,5644304.0,11.831467134171731
Artesian Resources Corp.,ARTNA,Utilities,37.27,37.01,37.4,-0.348,0.187,21.79532,381670880.0,49.73,33.34,0.031600002,89650.0,80.43143179308353
Art'S-Way Manufacturing Co.,ARTW,Industrials,1.525,1.54,1.57,-2.866,0.363,Infinity,7729020.0,2.9,1.33,,4714.0,61.76308676347805
Arrowhead Research Corp.,ARWR,Healthcare,25.35,25.55,25.57,-0.86,0.937,,3148470016.0,39.83,20.67,,1053849.0,53.82161548526323
Asml Holding N.V.,ASML,Technology,1059.97,1079.7,1077.39,-1.617,1.104,54.05252,417015529472.0,1087.79,564.0,0.0062,1031018.0,48.71889450541072
Altisource Portfolio Solutions S.A.,ASPS,Real Estate,1.12,1.16,1.17,-4.274,0.947,,30194864.0,6.43,1.085,,106822.0,10.929894566525604
Ameriserv Financial Inc.,ASRV,Financial Services,2.32,2.3,2.29,1.31,0.722,,39781736.0,3.4,2.23,0.052399997,27965.0,62.13802799818126
Astrotech Corp.,ASTC,Industrials,8.49,8.428,8.52,-0.352,-0.154,,14447687.0,13.97,7.0,,4039.0,35.29279736266764
Astec Industries,ASTE,Industrials,28.71,28.9,29.02,-1.068,1.3,26.339447,653591744.0,56.33,28.46,0.0179,172237.0,35.8812106248763
Ascent Solar Technologies,ASTI,Technology,0.0997,0.1055,0.1175,-15.149,2.576,,9263047.0,23.8,0.09,,27277183.0,35.00141902485295
Asure Software Inc,ASUR,Technology,8.19,8.17,8.17,0.245,0.621,,211409280.0,15.54,6.31,,142122.0,58.33133199877743
Amtech Systems,ASYS,Technology,6.355,6.52,6.6,-3.712,1.466,,90296928.0,11.98,3.37,,40150.0,45.738276763462785
Ata Inc.,ATAI,Healthcare,1.32,1.26,1.27,3.937,0.8,,220975936.0,2.85,1.025,,969393.0,25.82252188601008
Alphatec Holdings,ATEC,Healthcare,10.84,10.75,10.73,1.025,1.398,,1516342528.0,19.14,8.66,,1560886.0,68.96901827909048
Atlanticus Holdings Corp.,ATLC,Financial Services,31.27,30.9,30.82,1.46,1.882,7.357647,462548960.0,43.59,23.1,,21337.0,83.11205086360411
Ames National Corp.,ATLO,Financial Services,19.36,19.72,19.67,-1.576,0.56,17.6,174088416.0,22.5,15.01,0.054899998,12496.0,44.09000592646683
Atlantic Tele-Network,ATNI,Communication Services,20.48,21.48,21.4,-4.299,0.567,,313696256.0,39.88,18.2,0.044899996,178731.0,43.14394743162494
Atossa Genetics Inc.,ATOS,Healthcare,1.15,1.15,1.15,0.0,1.211,,144620544.0,2.31,0.62,,1465611.0,61.894001810975844
Atricure,ATRC,Healthcare,22.24,21.77,21.84,1.832,1.439,,1076022400.0,59.61,18.94,,834663.0,51.614824151550366
Atrion Corp.,ATRI,Healthcare,453.14,455.36,454.97,-0.402,0.688,42.54836,797503744.0,593.0,274.98,0.019299999,32129.0,44.594410737248836
Astronics Corp.,ATRO,Industrials,20.33,20.41,20.4,-0.343,1.874,,706609792.0,22.44,14.11,,150911.0,50.24936456133839
Air Transport Services Group Inc,ATSG,Industrials,14.03,14.18,14.24,-1.475,0.842,20.042856,922102080.0,24.96,11.62,,441122.0,41.43736716899455
Auburn National Bancorporation,AUBN,Financial Services,18.8883,18.8,18.5,2.099,0.534,82.12304,65990052.0,23.2,16.48,0.0584,4378.0,66.11434003585225
Audiocodes Ltd,AUDC,Technology,10.95,11.16,11.12,-1.529,0.886,30.416664,333131840.0,14.45,7.14,0.0324,68988.0,76.6082418423386
Aerovironment,AVAV,Industrials,167.84,169.41,170.13,-1.346,0.508,76.99082,4721993728.0,224.0,91.0,,381206.0,48.7889726686134
Avago Technologies,AVGO,Technology,1733.31,1757.0,1745.86,-0.719,1.188,74.64729,806835060736.0,1851.62,795.09,0.012,3458868.0,70.11856348583126
Av Homes Inc,AVHI,Financial Services,11.36,11.38,11.36,0.0,0.064,,34658676.0,12.45,10.58,,2403.0,72.97209998752129
Aviat Networks,AVNW,Technology,27.32,27.66,27.59,-0.979,1.794,24.392857,343284000.0,38.85,25.08,,85506.0,18.76728246107878
Aware,AWRE,Technology,1.88,1.94,1.91,-1.571,0.791,,39640176.0,2.2,1.05,,38118.0,60.781395221521336
Accelerate Diagnostics Inc.,AXDX,Healthcare,1.15,1.17,1.17,-1.709,0.574,,27152880.0,8.72,0.73,,70952.0,36.57881405495982
Lectec Corp,AXGN,Healthcare,7.69,7.6,7.6,1.184,1.105,,336088384.0,10.83,3.45,,316881.0,74.53321252292056
Axt Inc,AXTI,Technology,3.43,3.47,3.47,-1.153,2.283,,152287888.0,5.64,1.89,,654173.0,28.665955787667286
Aspen Technology,AZPN,Technology,188.95,198.23,198.89,-4.998,0.732,,11965806592.0,224.77,162.26,0.01,208003.0,32.48746741786887
First Pactrust Bancorp,BANC,Financial Services,12.53,12.38,12.5,0.24,,,2109663488.0,16.08,9.96,0.032,2268349.0,47.42579336143785
Bancfirst Corp.,BANF,Financial Services,86.65,85.18,85.41,1.452,1.053,14.158497,2858670080.0,104.0,79.99,0.0201,68863.0,47.69078659862317
Banner Corp.,BANR,Financial Services,48.73,47.9,47.81,1.924,1.046,10.130978,1678724096.0,55.66,39.31,0.0402,172747.0,53.64114247992623
Beasley Broadcast Group,BBGI,Communication Services,0.609,0.61,0.628,-3.025,1.018,,18479680.0,1.28,0.6,,19490.0,38.96630443653755
Barrett Business Services,BBSI,Industrials,32.21,32.6,32.61,-1.227,1.378,17.79558,838413376.0,34.35,21.4375,0.0092,152000.0,34.46014829254389
Bcb Bancorp Inc. [Nj],BCBP,Financial Services,10.23,10.1483,10.13,0.987,0.558,6.557692,173474192.0,13.9,9.19,0.063200004,47677.0,64.72935218908376
Brightcove Inc.,BCOV,Technology,2.32,2.4,2.39,-2.929,0.739,,103431400.0,4.56,1.55,,328408.0,66.52983976136701
Balchem Corp.,BCPC,Basic Materials,161.92,161.78,162.28,-0.222,0.675,45.740112,5250013184.0,163.095,110.74,0.0049,97206.0,80.81481163939014
Biocryst Pharmaceuticals,BCRX,Healthcare,6.48,6.42,6.42,0.935,1.879,,1337322880.0,7.95,4.03,,3720232.0,48.87070379780166
Cardionet,BEAT,Healthcare,2.97,2.74,2.64,12.5,-0.96,,78197128.0,3.74,1.06,,117685.0,54.1294101078417
Bebe Stores,BEBE,Industrials,2.19,2.19,2.25,-2.667,0.221,,28194280.0,4.15,2.07,0.0731,798.0,18.40836305907439
Beacon Roofing Supply,BECN,Industrials,88.9,89.42,89.75,-0.947,1.583,,5689511424.0,103.75,68.5,,660850.0,41.16335569214993
Bel Fuse Inc.,BELFA,Technology,82.47,81.6,81.49,1.203,1.356,14.674377,870272960.0,85.91,38.82,0.0029,15800.0,60.062437650369
Bel Fuse Inc.,BELFB,Technology,65.16,65.58,65.44,-0.428,1.356,11.594307,856254592.0,74.75,39.13,0.0043,84098.0,49.32251735409813
Bankfinancial Corp.,BFIN,Financial Services,10.1,10.14,10.07,0.298,0.48,15.074627,125853072.0,11.12,8.18,0.0397,10681.0,52.071192319245036
Big 5 Sporting Goods Corp.,BGFV,Consumer Cyclical,2.49,2.55,2.57,-3.113,2.346,,56334260.0,9.99,2.26,0.077800006,368122.0,16.553610424053232
Bg Medicine,BGMD,Healthcare,1e-06,1e-06,1e-06,0.0,78.404,,5459.0,0.0001,1e-06,,,
Baidu,BIDU,Communication Services,95.4,88.45,87.95,8.471,0.488,12.82258,33649299456.0,156.98,85.08,,3197255.0,48.85315869704815
Biogen Idec Inc,BIIB,Healthcare,229.06,227.71,228.07,0.434,-0.038,28.596752,33350447104.0,281.68,189.44,,1133278.0,52.26647034177412
Biofuel Energy,BIOF,Basic Materials,0.088,0.085,0.09,-2.222,-0.374,,26652206.0,0.176,0.044,,156152.0,50.48584570419484
Biolase Technology,BIOL,Healthcare,0.0899,0.085,0.081,10.988,0.718,,3002210.0,10.0,0.04,,2139798.0,54.06910822311347
Bj's Restaurants,BJRI,Consumer Cyclical,35.08,36.35,36.46,-3.785,2.138,35.434345,820279168.0,38.77,21.64,,361265.0,64.73758061421806
Bank Of South Carolina,BKSC,Financial Services,11.05,11.1,11.21,-1.427,0.48,9.525863,60363832.0,15.24,9.52,0.060700003,2901.0,27.674264381122057
Ballard Power Systems,BLDP,Industrials,2.37,2.32,2.33,1.717,1.772,,712128064.0,5.11,2.14,,2449939.0,37.821453318034415
Builders Firstsource,BLDR,Industrials,134.3,133.25,134.49,-0.141,2.039,11.547722,16392255488.0,214.7,105.24,,1972411.0,19.006783393272315
Bridgeline Digital,BLIN,Technology,0.8555,0.8403,0.8808,-2.872,1.921,,8912257.0,1.43,0.7,,30052.0,31.900648700257292
Blackbaud,BLKB,Technology,74.5,75.0,75.08,-0.773,1.012,181.70732,3846144512.0,88.56,64.32,,251804.0,61.70248960888338
Bloomin' Brands Inc.,BLMN,Consumer Cyclical,16.45,17.7,17.76,-7.376,2.049,24.552238,1422536832.0,30.13,16.44,0.0541,1502034.0,21.369733059626896
Biolinerx Ltd.,BLRX,Healthcare,0.5779,0.56,0.5598,3.233,0.875,,49487888.0,2.53,0.51,,360181.0,59.296841108403015
Bluebird Bio Inc.,BLUE,Healthcare,1.0,0.9366,0.9355,6.895,0.852,,192742000.0,5.53,0.85,,6312321.0,72.17493443988829
Bank Of Marin Bancorp,BMRC,Financial Services,16.5,16.41,16.36,0.856,0.913,19.879519,268715712.0,23.24,14.11,0.061100002,75591.0,61.90472924810405
Biomarin Pharmaceutical Inc.,BMRN,Healthcare,82.98,82.55,82.68,0.363,0.319,78.28303,15756242944.0,99.56,73.68,,2685177.0,63.45895863417717
Bok Financial Corp.,BOKF,Financial Services,89.27,87.55,87.91,1.547,1.182,12.97529,5759254016.0,96.41,62.42,0.025,140719.0,45.478909669019345
Bolt Technology Corp.,BOLT,Healthcare,0.7215,0.7324,0.7349,-1.823,0.934,,27509134.0,1.56,0.72,,228973.0,53.336718359562944
Dynamic Materials Corp.,BOOM,Energy,13.65,13.89,13.94,-2.08,1.662,12.40909,273533696.0,27.16,11.12,,299519.0,60.492395329379356
B.O.S. Better Online Solutions,BOSC,Technology,2.81,2.81,2.82,-0.355,0.85,7.805555,16151880.0,4.16,2.39,,17755.0,34.47370089687678
Bank Of The Jame Fnl,BOTJ,Financial Services,11.12,10.845,10.9,2.018,0.76,5.673469,50521940.0,12.25,9.16,0.0364,3932.0,62.362956017674776
Popular,BPOP,Financial Services,87.59,85.54,85.98,1.873,0.816,13.014858,6330286592.0,93.09,59.27,0.028800001,305573.0,49.90064448331588
Bridgford Foods Corp.,BRID,Consumer Defensive,10.04,9.98,9.96,0.803,-0.634,66.93333,91131376.0,12.78,9.86,,1906.0,54.93680596714615
Brookline Bancorp,BRKL,Financial Services,8.55,8.42,8.43,1.423,0.775,9.293478,760048832.0,11.52,7.93,0.0641,461968.0,50.55433394234123
Bruker Corp.,BRKR,Healthcare,61.21,62.37,62.2,-1.592,1.197,22.421246,9263276032.0,94.86,53.79,0.0032,1245155.0,25.285677827896265
Bassett Furniture Industries Inc.,BSET,Consumer Cyclical,13.2,13.34,13.26,-0.452,1.665,,116539496.0,17.89,13.02,0.0543,21427.0,25.798526832714046
Biostar Pharmaceuticals,BSPM,Healthcare,1.4e-05,1.4e-05,0.0001,-86.0,-3418.989,Infinity,443048.0,0.01,1e-05,,1140.0,
Sierra Bancorp,BSRR,Financial Services,22.13,22.0,21.8,1.514,0.901,9.144628,323002816.0,23.21,16.75,0.0422,27163.0,70.58212396088028
Burcon Nutrascience,BUR,Financial Services,12.91,12.99,13.1,-1.45,1.081,9.027972,2835307008.0,17.7,11.83,0.0095,1649208.0,26.604464142721937
First Busey Corp.,BUSE,Financial Services,23.88,23.49,23.59,1.229,0.845,11.999999,1354695680.0,25.8,17.51,0.040700004,178539.0,72.45061701311901
Bazaarvoice Inc.,BV,Industrials,12.62,12.73,12.74,-0.942,1.3,40.709675,1192589952.0,14.42,6.58,,865545.0,25.377661804015602
Broadwind Energy,BWEN,Industrials,3.15,3.25,3.19,-1.254,1.439,8.076923,68461160.0,4.81,2.01,,233901.0,25.581391607968627
Broadway Financial Corp.,BYFC,Financial Services,5.4,5.67,5.82,-7.216,0.7,16.875,49312692.0,8.48,4.41,,6814.0,67.78348681614541
China Automotive Systems,CAAS,Consumer Cyclical,3.51,3.5,3.54,-0.847,2.463,2.7209303,105951808.0,5.64,3.04,,36447.0,17.070291112922277
Camden National Corp.,CAC,Financial Services,32.19,32.15,32.17,0.062,0.731,10.694352,470189664.0,39.7,26.52,0.052199997,44467.0,48.49708518416506
Credit Acceptance Corp.,CACC,Financial Services,523.96,524.3,522.18,0.341,1.444,26.897333,6345679872.0,616.66,379.77,,50108.0,63.64351887151431
Cache,CACH,Consumer Cyclical,1e-06,1e-06,1e-06,0.0,-4.691,,1986.0,0.0001,1e-06,,,
Camco Financial Corp.,CAFI,Financial Services,0.03,0.03,0.03,0.0,2.824,,22079370.0,0.125,0.002,,71115.0,53.6923417478988
